Cause	Effect
EG11366	EG11164
EG11434	EG11164
EG10731	EG11164
EG10958	EG11009
EG11366	EG11009
EG11434	EG11009
EG10731	EG11009
EG10672	EG11009
G0-8883	EG11009
EG10958	EG10702
EG10958	EG10787
EG10164	EG10787
G0-9941	EG10787
G6852	EG10787
EG10317	EG10787
EG10061	EG10787
EG10958	G7061
EG10681	G7061
EG10359	G7061
EG11929	G7061
EG10958	EG10318
EG10958	G0-10580
EG10681	G0-10580
G0-8872	G0-10580
EG10958	EG10359
EG10164	EG10359
EG10681	EG10359
EG10359	EG10359
G0-8872	EG10359
EG10359	G7949
EG10681	G7949
G7072	G7949
EG10359	EG10302
EG10359	EG10304
EG10359	EG10305
EG10359	EG10303
EG10359	EG10290
EG10164	EG10290
EG11088	EG10290
G7924	EG10290
EG10359	EG10289
EG10164	EG10289
EG11088	EG10289
G7924	EG10289
EG10359	EG10288
EG10164	EG10288
EG11088	EG10288
G7924	EG10288
EG10359	EG10287
EG10164	EG10287
EG11088	EG10287
G7924	EG10287
EG10359	EG10286
EG10164	EG10286
EG11088	EG10286
G7924	EG10286
EG10359	EG10262
EG10164	EG10262
EG10359	EG10293
EG10164	EG10293
G0-8882	EG10293
G0-8868	EG10293
EG10359	EG12933
EG10672	EG12933
EG10325	EG12933
EG10636	EG12933
EG10359	EG12101
EG10672	EG12101
EG10325	EG12101
EG10061	EG12101
EG10636	EG12101
EG10359	EG12102
EG10672	EG12102
EG10325	EG12102
EG10636	EG12102
EG10359	G6905
EG10681	G6905
EG10440	G6905
EG10441	G6905
G7326	G6905
EG11212	G6905
EG10359	G6906
EG10681	G6906
EG10440	G6906
EG10441	G6906
G7326	G6906
EG11212	G6906
EG10359	G6907
EG10681	G6907
EG10440	G6907
EG10441	G6907
G7326	G6907
EG11212	G6907
EG10359	G6908
EG10681	G6908
EG10440	G6908
EG10441	G6908
G7326	G6908
EG11212	G6908
EG10359	G6909
EG10681	G6909
EG10440	G6909
EG10441	G6909
G7326	G6909
EG11212	G6909
EG10359	EG11378
EG10681	EG11378
EG10440	EG11378
EG10441	EG11378
G7326	EG11378
EG11212	EG11378
EG10359	G0-10737
EG10359	EG11124
G0-8866	EG11124
G0-8880	EG11124
EG10958	EG11124
EG10643	EG11124
EG10164	EG11124
EG10061	EG11124
EG10325	EG11124
EG10359	EG10957
EG12116	EG10957
EG10325	EG10957
EG10957	EG10957
EG10359	EG10958
EG10957	EG10958
EG10547	EG10958
G0-10671	EG10958
EG12116	EG10958
EG10325	EG10958
EG10958	EG10958
EG10359	EG10403
EG11966	EG10403
EG11449	EG10403
EG10547	EG10403
EG11544	EG10403
EG10440	EG10403
EG10441	EG10403
G7072	EG10403
EG10325	EG10403
EG10164	EG10403
EG10070	EG10403
EG10359	EG10404
EG11966	EG10404
EG11449	EG10404
EG10547	EG10404
EG11544	EG10404
EG10440	EG10404
EG10441	EG10404
G7072	EG10404
EG10325	EG10404
EG10164	EG10404
EG10070	EG10404
EG10359	EG11514
EG11966	EG11514
EG11449	EG11514
EG10547	EG11514
EG11544	EG11514
EG10440	EG11514
EG10441	EG11514
EG12386	EG11514
EG10531	EG11514
G7072	EG11514
EG10325	EG11514
EG10164	EG11514
EG10070	EG11514
EG10359	G7593
G7594	G7593
EG10359	EG11784
EG10317	EG11784
EG10061	EG11784
EG10164	EG11784
EG10325	EG11784
EG11088	EG11784
EG10359	EG10411
EG11544	EG10411
EG10325	EG10411
EG10359	G7072
EG10385	G7072
EG10547	G7072
EG10325	G7072
G7072	G7072
EG10359	EG11221
EG10958	EG11221
EG11366	EG11221
EG11434	EG11221
EG10325	EG11221
EG10338	EG11221
EG10359	EG10372
EG10490	EG10372
EG10325	EG10372
G7072	EG10372
EG10164	EG10372
EG10547	EG10372
EG12386	EG10372
EG30098	EG10372
EG10359	EG10358
EG10958	EG10358
EG11434	EG10358
EG10957	EG10358
EG11366	EG10358
EG10325	EG10358
EG10061	EG10358
EG10164	EG10358
EG10359	EG10325
EG10440	EG10325
EG10441	EG10325
EG10325	EG10325
EG10061	EG10325
EG10359	EG11821
EG10385	EG11821
EG12243	EG11821
EG10325	EG11821
EG10359	EG12191
EG10385	EG12191
EG12243	EG12191
EG10547	EG12191
EG10325	EG12191
EG10359	EG10649
EG11212	EG10649
EG11088	EG10649
EG10325	EG10649
EG10317	EG10649
EG10440	EG10649
EG10441	EG10649
EG10061	EG10649
EG10359	EG10096
EG10547	EG10096
EG10325	EG10096
EG10359	EG11411
EG10958	EG11411
EG11366	EG11411
EG11434	EG11411
EG10325	EG11411
EG10359	EG10543
EG10317	EG10543
EG10061	EG10543
EG10164	EG10543
EG12006	EG10543
EG10338	EG10543
EG10325	EG10543
EG11088	EG10543
EG10359	G6999
G6420	G6999
EG10359	EG10806
EG10800	EG10806
EG10359	EG30069
EG12335	EG30069
EG10325	EG30069
EG10317	EG30069
EG10457	EG30069
EG10359	EG11175
EG12335	EG11175
EG10325	EG11175
EG10457	EG11175
EG10359	EG11176
EG12335	EG11176
EG10325	EG11176
EG10457	EG11176
EG10359	EG10016
EG12335	EG10016
EG10325	EG10016
EG10457	EG10016
EG10359	EG12760
EG12335	EG12760
EG10325	EG12760
EG10457	EG12760
EG10359	G0-10474
EG10681	G0-10474
EG10359	EG11359
G6882	EG11359
G7072	EG11359
EG10457	EG11359
EG10359	EG12173
G6882	EG12173
G7072	EG12173
EG10457	EG12173
EG10359	G7711
G6882	G7711
EG10457	G7711
EG10359	G7710
G6882	G7710
EG10457	G7710
EG10359	G7709
G6882	G7709
EG10457	G7709
EG10359	G7708
G6882	G7708
EG10457	G7708
EG10359	G7707
G6882	G7707
EG10457	G7707
G7072	G7707
EG10359	G7706
G6882	G7706
EG10457	G7706
G7072	G7706
EG10359	G7705
G6882	G7705
EG10457	G7705
EG10359	G7704
G6882	G7704
EG10457	G7704
EG10359	G7703
G6882	G7703
EG10457	G7703
EG10359	G7702
G6882	G7702
EG10457	G7702
EG10359	EG10674
G7072	EG10674
G0-8867	EG10674
EG10547	EG10674
EG10061	EG10674
G6395	EG10674
EG10359	EG10675
G0-8867	EG10675
EG10547	EG10675
EG10061	EG10675
G6395	EG10675
EG10359	EG10676
G0-8867	EG10676
EG10547	EG10676
EG10061	EG10676
G6395	EG10676
G7072	EG10676
EG10359	EG10677
G0-8867	EG10677
EG10547	EG10677
EG10061	EG10677
G6395	EG10677
EG10359	EG10678
G0-8867	EG10678
EG10547	EG10678
EG10061	EG10678
G6395	EG10678
EG10359	EG10511
EG10681	EG10511
EG10325	EG10511
G0-17009	EG10511
G7072	EG10511
EG10359	EG10510
G0-8871	EG10510
G0-8863	EG10510
G7047	EG10510
EG12243	EG10510
EG10230	EG10510
G0-8878	EG10510
EG31116	EG10510
G7571	EG10510
EG10061	EG10510
EG10164	EG10510
EG10359	EG10509
EG10317	EG10509
EG10547	EG10509
EG10359	EG10921
EG10457	EG10921
EG10359	G7139
G7137	G7139
EG10359	G7138
G7137	G7138
EG10359	EG10587
EG10591	EG10587
EG10547	EG10587
EG10359	EG10671
EG10728	EG10671
EG10268	EG10671
EG10164	EG10671
G0-8880	EG10671
EG30063	EG10671
G6864	EG10671
EG10440	EG10671
EG10441	EG10671
EG10672	EG10671
EG10020	EG10671
G7072	EG10671
EG10359	EG10155
EG10164	EG10155
G0-8872	EG10155
G0-8882	EG10155
G0-8868	EG10155
EG10438	EG10155
EG10359	EG10294
EG12301	EG10294
EG10359	EG10295
EG10359	EG10298
EG10359	EG10296
EG10359	EG10261
EG10164	EG10261
EG10359	EG10263
EG10164	EG10263
EG10359	EG10260
EG10164	EG10260
EG10359	EG10259
EG10164	EG10259
EG10359	EG11105
EG10164	EG11105
EG10359	EG10359
EG10164	EG10359
EG10681	EG10359
EG10958	EG10359
G0-8872	EG10359
EG10359	EG10953
EG10957	EG10953
EG10958	EG10953
EG11366	EG10953
EG11434	EG10953
EG10164	EG10953
G0-8872	EG10953
G0-10677	EG10953
EG10440	EG10953
EG10441	EG10953
EG10325	EG10953
EG10061	EG10953
EG10359	EG10319
G0-8899	EG10319
EG10457	EG10319
EG10164	EG10319
G7575	EG10319
G0-8882	EG10319
G0-8868	EG10319
G0-8871	EG10319
EG31116	EG10319
EG12116	EG10319
G7947	EG10319
EG11356	EG10319
G6165	EG10319
EG10672	EG10319
EG12123	EG10319
EG11449	EG10319
EG10821	EG10319
EG10820	EG10319
EG10440	EG10319
EG10441	EG10319
EG10359	EG10320
G0-8899	EG10320
EG10457	EG10320
EG10164	EG10320
G7575	EG10320
G0-8882	EG10320
G0-8868	EG10320
G0-8871	EG10320
EG31116	EG10320
EG12116	EG10320
G7947	EG10320
EG11356	EG10320
G6165	EG10320
EG10672	EG10320
EG12123	EG10320
EG11449	EG10320
EG10821	EG10320
EG10820	EG10320
EG10440	EG10320
EG10441	EG10320
EG10359	EG10800
G0-9941	EG10800
EG10800	EG10800
EG10359	EG11012
EG10359	EG10292
G6882	EG10292
EG10359	EG10291
G6882	EG10291
EG10359	EG10357
G7826	EG10357
EG10061	EG10357
EG10325	EG10357
EG10164	EG10357
EG10317	EG10357
EG10643	EG10357
EG10359	EG10182
EG10317	EG10182
G6319	EG10182
EG11544	EG10182
EG10164	EG10182
G7057	EG10182
EG10338	EG10182
EG11088	EG10182
EG10325	EG10182
EG10061	EG10182
EG10359	EG10181
EG10317	EG10181
G6319	EG10181
EG11544	EG10181
EG10164	EG10181
G7057	EG10181
EG10338	EG10181
EG11088	EG10181
EG10325	EG10181
EG10061	EG10181
EG10359	EG10180
EG10317	EG10180
G6319	EG10180
EG11544	EG10180
EG10164	EG10180
G7057	EG10180
EG10338	EG10180
EG11088	EG10180
EG10325	EG10180
EG10061	EG10180
EG10359	EG10179
EG10317	EG10179
G6319	EG10179
EG11544	EG10179
EG10164	EG10179
G7057	EG10179
EG10338	EG10179
EG11088	EG10179
EG10325	EG10179
EG10061	EG10179
EG10359	EG10178
EG10317	EG10178
G6319	EG10178
EG11544	EG10178
EG10164	EG10178
G7057	EG10178
EG10338	EG10178
EG11088	EG10178
EG10325	EG10178
EG10061	EG10178
EG10359	G0-17009
EG10164	G0-17009
G0-8872	G0-17009
EG10325	G0-17009
EG10061	G0-17009
EG10359	EG10933
EG10164	EG10933
G7072	EG10933
G0-8872	EG10933
EG10325	EG10933
EG10061	EG10933
G0-8880	EG10933
EG30098	EG10933
EG10359	EG10934
EG10164	EG10934
G0-8872	EG10934
EG10325	EG10934
EG10061	EG10934
EG10359	EG10931
EG10164	EG10931
G0-8872	EG10931
EG10325	EG10931
EG10061	EG10931
EG10359	EG10932
EG10164	EG10932
G0-8872	EG10932
EG10325	EG10932
EG10061	EG10932
EG10359	EG10979
EG10164	EG10979
EG10440	EG10979
EG10441	EG10979
G0-8872	EG10979
EG10325	EG10979
EG10061	EG10979
G7072	EG10979
EG10359	EG10980
EG10164	EG10980
EG10440	EG10980
EG10441	EG10980
G0-8872	EG10980
EG10325	EG10980
EG10061	EG10980
EG10359	EG10981
EG10164	EG10981
G0-8872	EG10981
EG10440	EG10981
EG10441	EG10981
EG10061	EG10981
EG10325	EG10981
EG30098	EG10981
EG10359	EG10982
EG10164	EG10982
G0-8872	EG10982
EG10440	EG10982
EG10441	EG10982
EG10061	EG10982
EG10325	EG10982
EG10359	G7758
EG10359	G6820
G7072	G6820
EG10359	G6821
EG10359	EG11634
EG10359	G7254
EG10681	G7254
G6420	G7254
G7072	G7254
EG10359	EG11699
G0-10677	EG11699
EG10359	G0-8872
EG10359	EG12201
G7072	EG12201
EG10359	EG10306
EG12386	EG10306
EG10359	EG10588
EG10359	G6414
EG10164	G6414
G0-8880	G6414
EG10359	EG10271
EG10547	EG10271
EG10359	EG10272
EG10359	G7401
G7326	G7401
EG11320	G7401
EG10359	G7402
G7326	G7402
EG11320	G7402
EG10359	EG12381
G7326	EG12381
EG11320	EG12381
EG10359	EG20257
G7326	EG20257
EG11320	EG20257
EG10359	G0-10437
EG10457	G0-10437
EG10325	G0-10437
EG10359	EG10299
EG10457	EG10299
EG10325	EG10299
EG10359	EG10264
EG10457	EG10264
EG10325	EG10264
EG10359	EG10297
EG10457	EG10297
EG10325	EG10297
G7072	EG10297
EG10359	G7061
EG10681	G7061
EG10958	G7061
EG11929	G7061
EG10359	EG11104
EG10359	EG10456
EG10230	EG10456
EG10591	EG10456
G0-10699	EG10456
EG10325	EG10456
EG11212	EG10456
EG10958	G6447
EG11366	G6447
EG11434	G6447
EG10681	G6447
EG10547	G6447
EG10958	EG10852
EG11366	EG10852
EG11434	EG10852
EG10681	EG10852
EG10958	EG11261
EG11366	EG11261
EG11434	EG11261
EG10681	EG11261
G0-10699	EG11261
EG10958	EG12842
EG11366	EG12842
EG11434	EG12842
EG10681	EG12842
EG10958	EG11422
EG11366	EG11422
EG11434	EG11422
G0-8867	EG11422
EG12386	EG11422
EG10958	EG12697
EG10958	EG11331
EG10958	EG11221
EG11366	EG11221
EG11434	EG11221
EG10325	EG11221
EG10359	EG11221
EG10338	EG11221
EG10958	EG10958
EG10957	EG10958
EG10547	EG10958
G0-10671	EG10958
EG12116	EG10958
EG10359	EG10958
EG10325	EG10958
EG10958	EG11124
EG10359	EG11124
G0-8866	EG11124
G0-8880	EG11124
EG10643	EG11124
EG10164	EG11124
EG10061	EG11124
EG10325	EG11124
EG10958	EG11689
EG10958	G7667
EG10957	G7667
EG10731	G7667
EG11615	G7667
EG10958	G6247
EG11434	G6247
EG10958	EG10035
EG11366	EG10035
EG11434	EG10035
EG10164	EG10035
EG10235	EG10035
EG10325	EG10035
EG10061	EG10035
EG10958	G7654
EG11366	G7654
EG11434	G7654
EG10958	EG12656
EG11366	EG12656
EG11434	EG12656
EG10958	EG10570
EG11366	EG10570
EG11434	EG10570
G7072	EG10570
EG10958	EG11411
EG11366	EG11411
EG11434	EG11411
EG10325	EG11411
EG10359	EG11411
EG10958	EG10207
EG11366	EG10207
EG11434	EG10207
EG10490	EG10207
EG10958	G6700
G7072	G6700
EG10958	G6701
EG10958	G6396
EG11366	G6396
EG11434	G6396
EG10547	G6396
EG10958	EG11366
EG10672	EG11366
EG11366	EG11366
EG11434	EG11366
EG10958	EG50005
EG11366	EG50005
EG11434	EG50005
EG10958	EG11325
EG11366	EG11325
EG11434	EG11325
EG10164	EG11325
EG10338	EG11325
EG10061	EG11325
EG10325	EG11325
EG10958	EG11426
EG11434	EG11426
EG10958	EG11425
EG11434	EG11425
EG10958	EG11165
EG11366	EG11165
EG11434	EG11165
EG10731	EG11165
EG10958	EG11164
EG11366	EG11164
EG11434	EG11164
EG10731	EG11164
EG10958	EG11009
EG11366	EG11009
EG11434	EG11009
EG10731	EG11009
EG10672	EG11009
G0-8883	EG11009
EG10958	EG10702
EG10958	EG10787
EG10164	EG10787
G0-9941	EG10787
G6852	EG10787
EG10317	EG10787
EG10061	EG10787
EG10958	G7061
EG10681	G7061
EG10359	G7061
EG11929	G7061
EG10958	EG10318
EG10958	G0-10580
EG10681	G0-10580
G0-8872	G0-10580
EG10958	EG10359
EG10164	EG10359
EG10681	EG10359
EG10359	EG10359
G0-8872	EG10359
EG10958	G6447
EG11366	G6447
EG11434	G6447
EG10681	G6447
EG10547	G6447
EG10958	EG10852
EG11366	EG10852
EG11434	EG10852
EG10681	EG10852
EG10958	EG11261
EG11366	EG11261
EG11434	EG11261
EG10681	EG11261
G0-10699	EG11261
EG10958	EG12842
EG11366	EG12842
EG11434	EG12842
EG10681	EG12842
EG10958	EG11422
EG11366	EG11422
EG11434	EG11422
G0-8867	EG11422
EG12386	EG11422
EG10958	EG12697
EG10958	EG11331
EG10958	EG11221
EG11366	EG11221
EG11434	EG11221
EG10325	EG11221
EG10359	EG11221
EG10338	EG11221
EG10958	EG10958
EG10957	EG10958
EG10547	EG10958
G0-10671	EG10958
EG12116	EG10958
EG10359	EG10958
EG10325	EG10958
EG10958	EG11435
EG10020	EG11435
EG11434	EG11435
EG10317	EG11435
EG11366	EG11435
EG10164	EG11435
G7072	EG11435
EG12116	EG11435
EG10338	EG11435
EG11435	EG11435
EG10958	EG11434
EG10020	EG11434
EG11434	EG11434
EG10317	EG11434
EG11366	EG11434
EG10164	EG11434
EG12116	EG11434
EG10338	EG11434
EG11435	EG11434
G0-10677	EG11434
G0-8872	EG11434
EG10958	EG11599
EG10020	EG11599
EG11434	EG11599
EG10317	EG11599
EG11366	EG11599
EG10164	EG11599
EG12116	EG11599
EG10338	EG11599
EG11435	EG11599
EG10958	EG10358
EG11434	EG10358
EG10957	EG10358
EG11366	EG10358
EG10359	EG10358
EG10325	EG10358
EG10061	EG10358
EG10164	EG10358
EG10958	EG10953
EG10957	EG10953
EG11366	EG10953
EG11434	EG10953
EG10164	EG10953
G0-8872	EG10953
G0-10677	EG10953
EG10440	EG10953
EG10441	EG10953
EG10359	EG10953
EG10325	EG10953
EG10061	EG10953
EG10958	EG30063
EG11434	EG30063
EG10466	EG30063
EG10467	EG30063
EG11366	EG30063
EG10672	EG30063
EG10061	EG30063
EG12116	EG30063
EG10547	EG30063
EG10457	EG30063
EG10440	EG30063
EG10441	EG30063
EG10958	EG10651
EG11366	EG10651
EG11434	EG10651
EG10958	EG10628
EG11434	EG10628
EG10958	G6492
EG11434	G6492
EG10958	G6491
EG11434	G6491
EG10958	G6490
EG11434	G6490
EG10958	EG10754
EG10338	EG10754
EG11434	EG10754
EG10681	EG10754
EG10325	EG10754
EG10643	EG10754
EG11527	EG10754
EG11212	EG10754
EG10958	EG11703
EG11434	EG11703
EG11366	EG11703
EG10603	EG11703
EG11741	EG11703
EG12116	EG11703
EG10731	EG11703
EG10958	EG11704
EG11434	EG11704
EG11366	EG11704
EG10603	EG11704
EG11741	EG11704
EG12116	EG11704
EG10731	EG11704
EG10958	EG11435
EG10020	EG11435
EG11434	EG11435
EG10317	EG11435
EG11366	EG11435
EG10164	EG11435
G7072	EG11435
EG12116	EG11435
EG10338	EG11435
EG11435	EG11435
EG11435	EG11435
EG10020	EG11435
EG11434	EG11435
EG10958	EG11435
EG10317	EG11435
EG11366	EG11435
EG10164	EG11435
G7072	EG11435
EG12116	EG11435
EG10338	EG11435
EG11435	EG11434
EG10020	EG11434
EG11434	EG11434
EG10958	EG11434
EG10317	EG11434
EG11366	EG11434
EG10164	EG11434
EG12116	EG11434
EG10338	EG11434
G0-10677	EG11434
G0-8872	EG11434
EG11435	EG11599
EG10020	EG11599
EG11434	EG11599
EG10958	EG11599
EG10317	EG11599
EG11366	EG11599
EG10164	EG11599
EG12116	EG11599
EG10338	EG11599
EG10958	EG11434
EG10020	EG11434
EG11434	EG11434
EG10317	EG11434
EG11366	EG11434
EG10164	EG11434
EG12116	EG11434
EG10338	EG11434
EG11435	EG11434
G0-10677	EG11434
G0-8872	EG11434
EG11434	G6607
G6602	G6607
EG11434	G6606
EG10184	G6606
G6602	G6606
EG11434	G6605
G6602	G6605
EG11434	G6604
G6602	G6604
EG11434	EG10524
EG10525	EG10524
EG10457	EG10524
EG10164	EG10524
EG11434	EG10526
EG10525	EG10526
EG10457	EG10526
EG10164	EG10526
EG11434	EG10527
EG10525	EG10527
EG10457	EG10527
EG10164	EG10527
EG11434	EG11072
EG10164	EG11072
EG11434	EG12801
EG11434	EG12800
EG11434	EG12799
EG11434	G7659
EG11434	G7658
EG11434	EG10035
EG10958	EG10035
EG11366	EG10035
EG10164	EG10035
EG10235	EG10035
EG10325	EG10035
EG10061	EG10035
EG11434	G7654
EG10958	G7654
EG11366	G7654
EG11434	EG12656
EG10958	EG12656
EG11366	EG12656
EG11434	EG10570
EG10958	EG10570
EG11366	EG10570
G7072	EG10570
EG11434	EG11411
EG10958	EG11411
EG11366	EG11411
EG10325	EG11411
EG10359	EG11411
EG11434	EG10207
EG10958	EG10207
EG11366	EG10207
EG10490	EG10207
EG11434	G6396
EG11366	G6396
EG10958	G6396
EG10547	G6396
EG11434	G6763
EG10061	G6763
EG11434	EG11325
EG11366	EG11325
EG10958	EG11325
EG10164	EG11325
EG10338	EG11325
EG10061	EG11325
EG10325	EG11325
EG11434	G6447
EG11366	G6447
EG10958	G6447
EG10681	G6447
EG10547	G6447
EG11434	EG10852
EG11366	EG10852
EG10958	EG10852
EG10681	EG10852
EG11434	EG11261
EG11366	EG11261
EG10958	EG11261
EG10681	EG11261
G0-10699	EG11261
EG11434	EG12842
EG11366	EG12842
EG10958	EG12842
EG10681	EG12842
EG11434	EG11426
EG10958	EG11426
EG11434	EG11425
EG10958	EG11425
EG11434	G6247
EG10958	G6247
EG11434	EG11165
EG11366	EG11165
EG10958	EG11165
EG10731	EG11165
EG11434	EG11164
EG11366	EG11164
EG10958	EG11164
EG10731	EG11164
EG11434	EG11009
EG11366	EG11009
EG10958	EG11009
EG10731	EG11009
EG10672	EG11009
G0-8883	EG11009
EG11434	EG11422
EG11366	EG11422
EG10958	EG11422
G0-8867	EG11422
EG12386	EG11422
EG11434	EG50005
EG11366	EG50005
EG10958	EG50005
EG11434	EG10790
EG11544	EG10790
EG10800	EG10790
EG11434	EG11366
EG10672	EG11366
EG10958	EG11366
EG11366	EG11366
EG11434	EG11221
EG10958	EG11221
EG11366	EG11221
EG10325	EG11221
EG10359	EG11221
EG10338	EG11221
EG11434	EG11435
EG10020	EG11435
EG10958	EG11435
EG10317	EG11435
EG11366	EG11435
EG10164	EG11435
G7072	EG11435
EG12116	EG11435
EG10338	EG11435
EG11435	EG11435
EG11434	EG11434
EG10020	EG11434
EG10958	EG11434
EG10317	EG11434
EG11366	EG11434
EG10164	EG11434
EG12116	EG11434
EG10338	EG11434
EG11435	EG11434
G0-10677	EG11434
G0-8872	EG11434
EG11434	EG11599
EG10020	EG11599
EG10958	EG11599
