Cause	Effect
EG10359	G7703
EG10457	G7703
G6882	G7702
EG10359	G7702
EG10457	G7702
G6882	G6882
EG10547	G6882
G6882	EG12576
G6882	G7933
G6882	EG12557
EG10164	EG12557
G6882	G0-10241
EG10164	G0-10241
G6882	EG12556
EG10164	EG12556
EG12386	EG12556
G6882	G7915
EG10164	G7915
G6882	EG12554
EG10164	EG12554
G6882	G7914
EG10164	G7914
G6882	G7913
EG10164	G7913
G6882	G6719
EG10164	G6719
EG10440	G6719
EG10441	G6719
G6720	G6719
EG30098	G6719
G6882	G6718
EG10164	G6718
EG10440	G6718
EG10441	G6718
G6720	G6718
G6882	G6717
EG10164	G6717
EG10440	G6717
EG10441	G6717
G6720	G6717
G6882	G6716
EG10164	G6716
EG10440	G6716
EG10441	G6716
G6720	G6716
G6882	G6715
EG10164	G6715
EG10440	G6715
EG10441	G6715
G6720	G6715
G6882	G6714
EG10164	G6714
EG10440	G6714
EG10441	G6714
G6720	G6714
G6882	G6713
EG10164	G6713
EG10440	G6713
EG10441	G6713
G6720	G6713
G6882	G6712
EG10164	G6712
EG10440	G6712
EG10441	G6712
G6720	G6712
G6882	G6711
EG10164	G6711
EG10440	G6711
EG10441	G6711
G6720	G6711
G6882	G6710
EG10164	G6710
EG10440	G6710
EG10441	G6710
G6720	G6710
G6882	G6709
EG10164	G6709
EG10440	G6709
EG10441	G6709
G6720	G6709
G6882	G6480
G7072	G6480
G6882	G7430
EG11554	G7430
EG10531	G7430
EG10164	G7430
EG10457	G7430
EG12386	G7430
G6882	G7429
EG11554	G7429
EG10531	G7429
EG10164	G7429
EG10457	G7429
G6882	G7428
EG11554	G7428
EG10531	G7428
EG10164	G7428
EG10457	G7428
G6882	G7427
EG11554	G7427
EG10531	G7427
EG10164	G7427
EG10457	G7427
G6882	G7426
EG11554	G7426
EG10531	G7426
EG10164	G7426
EG10457	G7426
G6882	G7425
EG11554	G7425
EG10531	G7425
EG10164	G7425
EG10457	G7425
G6882	EG12845
EG11554	EG12845
EG10531	EG12845
EG10164	EG12845
EG10457	EG12845
G6882	EG10292
EG10359	EG10292
G6882	EG10291
EG10359	EG10291
G6882	G6619
EG10230	G6619
EG10164	G6619
EG10325	G6619
EG10317	G6619
EG10457	G6619
EG10547	G6619
EG10547	EG10947
EG10547	G6811
EG10547	EG12341
EG10230	EG12341
EG11285	EG12341
EG10821	EG12341
EG10385	EG12341
EG10164	EG12341
EG10440	EG12341
EG10441	EG12341
EG10020	EG12341
EG10547	EG11738
G6882	EG11738
EG10935	EG11738
G6444	EG11738
G6761	EG11738
EG10061	EG11738
G7072	EG11738
EG10547	EG10907
EG10907	EG10907
EG10230	EG10907
EG10907	EG11232
EG10230	EG11232
EG10907	EG10766
EG10230	EG10766
EG10907	EG10876
EG10230	EG10876
EG10907	EG10888
EG10230	EG10888
EG10907	EG10904
EG10230	EG10904
EG10907	EG10879
EG10230	EG10879
EG10547	EG10879
EG10907	EG10869
EG10230	EG10869
EG10547	EG10869
EG10907	EG10907
EG10230	EG10907
EG10547	EG10907
EG10907	EG10913
EG10230	EG10913
EG10907	EG10868
EG10230	EG10868
EG10907	EG10884
EG10230	EG10884
EG10907	EG10875
EG10230	EG10875
EG10547	EG10898
EG10547	EG10879
EG10907	EG10879
EG10230	EG10879
EG10547	EG10869
EG10907	EG10869
EG10230	EG10869
EG10547	EG11827
EG12386	EG11827
G7821	EG11827
EG10547	EG11443
EG10547	EG11259
EG10547	EG11507
EG10547	EG11322
EG10547	EG11469
EG10547	EG10835
EG10385	EG10835
EG10164	EG10835
EG10457	EG10835
EG10443	EG10835
EG10442	EG10835
EG10547	EG12045
EG10547	G7575
G7575	G7575
EG11615	G7575
G7575	EG10235
EG10490	EG10235
EG10317	EG10235
EG10235	EG10235
G7072	EG10235
G7575	EG10311
EG10547	EG10311
EG10440	EG10311
EG10441	EG10311
EG10457	EG10311
G7575	EG10315
EG10547	EG10315
EG10440	EG10315
EG10441	EG10315
EG10457	EG10315
EG10125	EG10315
G7575	EG10314
EG10547	EG10314
EG10440	EG10314
EG10441	EG10314
EG10457	EG10314
G7575	EG10313
EG10547	EG10313
EG10440	EG10313
EG10441	EG10313
EG10457	EG10313
G7575	EG10310
EG10547	EG10310
EG10440	EG10310
EG10441	EG10310
EG10457	EG10310
G7575	EG11974
EG10547	EG11974
EG10440	EG11974
EG10441	EG11974
EG10457	EG11974
G7575	EG10308
EG10440	EG10308
EG10441	EG10308
EG10457	EG10308
EG10547	EG10308
G7575	G6706
EG10164	G6706
EG10728	G6706
EG11212	G6706
G7072	G6706
G7575	EG12658
EG11615	EG12658
G7575	G7575
EG11615	G7575
EG10547	G7575
G7575	EG10319
G0-8899	EG10319
EG10457	EG10319
EG10164	EG10319
G0-8882	EG10319
G0-8868	EG10319
G0-8871	EG10319
EG31116	EG10319
EG12116	EG10319
G7947	EG10319
EG11356	EG10319
G6165	EG10319
EG10672	EG10319
EG12123	EG10319
EG11449	EG10319
EG10821	EG10319
EG10820	EG10319
EG10359	EG10319
EG10440	EG10319
EG10441	EG10319
G7575	EG10320
G0-8899	EG10320
EG10457	EG10320
EG10164	EG10320
G0-8882	EG10320
G0-8868	EG10320
G0-8871	EG10320
EG31116	EG10320
EG12116	EG10320
G7947	EG10320
EG11356	EG10320
G6165	EG10320
EG10672	EG10320
EG12123	EG10320
EG11449	EG10320
EG10821	EG10320
EG10820	EG10320
EG10359	EG10320
EG10440	EG10320
EG10441	EG10320
EG10547	EG10811
EG10547	EG11809
EG10800	EG11809
EG10547	EG10798
EG10800	EG10798
EG10325	EG10798
EG10547	EG11682
EG10547	EG11933
EG12344	EG11933
EG10440	EG11933
EG10441	EG11933
EG10547	EG11612
EG10317	EG11612
EG10164	EG11612
EG10547	EG10955
EG10547	EG10759
EG10338	EG10759
EG10547	EG11510
EG10547	EG10746
EG10235	EG10746
G7072	EG10746
EG10547	EG10744
EG10061	EG10744
G7072	EG10744
EG10547	EG10742
EG10061	EG10742
EG11335	EG10742
EG10164	EG10742
EG10547	EG11734
EG10728	EG11734
G7072	EG11734
EG12386	EG11734
EG10061	EG11734
EG10547	EG10727
EG10728	EG10727
EG10547	G6397
EG10547	EG12211
EG10547	EG10684
G0-8866	EG10684
EG10547	EG10683
EG10547	EG10673
EG10731	EG10673
G0-8882	EG10673
G0-8868	EG10673
G7072	EG10673
EG10547	EG10666
G7072	EG10666
EG10547	EG12082
EG10317	EG12082
EG10643	EG12082
G0-8872	EG12082
EG10325	EG12082
EG10061	EG12082
EG10440	EG12082
EG10441	EG12082
EG10547	EG12068
EG10325	EG12068
G6395	EG12068
EG10320	EG12068
EG10319	EG12068
G7326	EG12068
EG10643	EG12068
EG11527	EG12068
EG10547	G7072
EG10385	G7072
EG10359	G7072
EG10325	G7072
G7072	G7072
G7072	G7017
EG10681	G7017
EG11929	G7017
G7072	G7876
G7072	G7872
EG10728	G7872
EG10547	G7872
G7072	G7871
EG10547	G7871
EG30098	G7871
G7072	G7864
EG10547	G7864
G7072	G7468
G7072	G7466
G7072	G7494
G7072	G0-9121
G0-9121	G0-9121
EG12844	G0-9121
G7072	G7000
EG12006	G7000
G0-8878	G7000
G7072	G7015
G7072	G7014
G0-10677	G7014
G7072	G6955
EG10547	G6955
EG12386	G6955
G7072	G6953
G7072	G6932
G7072	G6931
G7072	G6851
EG10164	G6851
EG10325	G6851
G6852	G6851
G7072	G6847
EG10325	G6847
EG10643	G6847
G7072	G6846
EG10325	G6846
EG10643	G6846
G7072	G6845
EG10325	G6845
EG10643	G6845
G7072	G6844
G7072	G6841
EG12243	G6841
G7072	G0-8892
EG10731	G0-8892
G7072	G6813
G7072	G6688
G7072	G6180
G7072	G6176
EG10547	G6176
G7072	G7912
EG10164	G7912
G7072	G7879
G7072	G7862
G7072	EG12475
EG10547	EG12475
G7072	EG11938
G7072	EG11937
EG10957	EG11937
G7072	EG11935
EG11544	EG11935
EG10547	EG11935
G7072	EG11919
G7072	EG11855
G7072	EG11854
G7072	EG11843
G7072	EG11841
G7072	EG11838
G7072	EG11830
EG12386	EG11830
G7072	EG11470
G0-9941	EG11470
G7072	EG11467
EG10061	EG11467
G7072	EG11260
G7072	EG11733
G7072	EG11722
EG10061	EG11722
G7072	EG11712
EG10020	EG11712
G7072	EG11686
G7072	G7759
G7072	G7735
G7072	G7670
EG12386	G7670
G7072	EG11515
G7072	G7652
G7072	G7651
G6546	G7651
G7072	EG11173
G7072	G7577
G7948	G7577
EG10821	G7577
G7072	EG12434
G0-8866	EG12434
G7072	EG12363
G7072	EG11603
G7072	G7551
EG10531	G7551
G7072	G7520
G7072	EG11155
EG10320	EG11155
EG10319	EG11155
G7072	G7434
G7072	G7433
G7072	G7442
G7072	G7405
G7072	G7397
G7072	G7398
G7072	G7400
G7072	EG12201
EG10359	EG12201
G7072	G7363
G7072	G7354
G7947	G7354
EG12386	G7354
G7072	EG12446
EG12386	EG12446
G7072	G7346
G7072	G7316
G7072	G7315
G7072	G7314
EG10325	G7314
G7072	G7261
G7072	G7260
G0-8866	G7260
G7072	G7204
G7072	G7203
EG12386	G7203
G7072	EG12360
EG10490	EG12360
EG10164	EG12360
EG10317	EG12360
EG10457	EG12360
EG10235	EG12360
EG11320	EG12360
G7072	EG12049
G7072	EG12042
EG10061	EG12042
G7072	EG12038
G7072	G7122
EG11609	G7122
G7072	G7112
G7072	G7108
EG10728	G7108
G7072	G7057
G7072	EG12861
G7072	EG12379
G7072	EG12378
G7072	G6925
EG10935	G6925
G7072	G6919
G7072	G6918
G7072	EG11234
G7072	G6828
G7072	G6818
EG12386	G6818
G7072	G6792
G7072	G6791
EG11140	G6791
EG10643	G6791
EG10821	G6791
EG11609	G6791
EG11527	G6791
EG10457	G6791
EG10636	G6791
EG10731	G6791
G7072	G6758
G7072	G6737
G7072	G6683
G6680	G6683
G7072	G6682
G6680	G6682
G7072	G0-10591
EG10547	G0-10591
G7072	EG11251
G7072	EG11516
EG10547	EG11516
G7072	G6532
EG11447	G6532
G7072	G6460
EG10547	G6460
G7072	G6451
G7072	G6450
G7072	EG12395
G7072	EG11110
G7072	EG11523
G7072	G6355
G7072	G6352
G7072	G6313
G7072	G6280
G6276	G6280
G7072	EG11769
G7072	EG12623
G7072	G6236
G7072	G6229
G7072	EG11236
EG11236	EG11236
EG10338	EG11236
EG10457	EG11236
G7072	G6103
G7072	G6109
G6109	G6109
G6110	G6109
EG10533	G6109
G7072	G6117
EG10533	G6117
G7072	G6116
EG10533	G6116
G7072	EG11650
G7072	EG12327
G7072	EG11678
G7072	G7485
EG10325	G7485
G7072	EG11146
G7072	EG11295
EG11212	EG11295
G7072	G7105
EG10821	G7105
EG10820	G7105
G7072	G7106
EG10821	G7106
EG10820	G7106
G7072	G7107
EG10821	G7107
EG10820	G7107
G7072	EG11540
G6546	EG11540
G7072	G7099
G7072	G7100
G7072	EG11339
G7072	EG12210
G7072	G81
EG10164	G81
EG10325	G81
EG12739	G81
G7072	EG11140
EG10215	EG11140
EG10533	EG11140
G7072	G6334
G7072	EG11390
EG10440	EG11390
EG10441	EG11390
EG10281	EG11390
G7072	EG11051
G7072	EG11370
EG10547	EG11370
EG10325	EG11370
EG10440	EG11370
EG10441	EG11370
EG10643	EG11370
EG10061	EG11370
G7072	EG11032
EG10547	EG11032
G7072	EG11814
EG12615	EG11814
EG10643	EG11814
G7072	EG12429
EG11615	EG12429
EG10020	EG12429
EG11088	EG12429
G7072	EG11008
G7072	EG11276
EG10164	EG11276
EG12615	EG11276
G7072	EG11006
EG10164	EG11006
EG12615	EG11006
G7072	EG11005
EG10164	EG11005
EG12615	EG11005
EG10867	EG11005
G7072	EG11001
EG10230	EG11001
EG11212	EG11001
EG11001	EG11001
G7072	G6234
G7072	G0-8895
EG10901	G0-8895
G7072	G6696
G7072	G6820
EG10359	G6820
G7072	EG10989
EG10992	EG10989
EG10989	EG10989
EG10440	EG10989
EG10441	EG10989
EG10164	EG10989
EG10325	EG10989
G7072	G6217
EG10184	G6217
G7071	G6217
G7072	EG10979
EG10164	EG10979
EG10359	EG10979
EG10440	EG10979
EG10441	EG10979
G0-8872	EG10979
EG10325	EG10979
EG10061	EG10979
G7072	G6695
G7072	G6479
EG10325	G6479
G7071	G6479
EG10184	G6479
EG10440	G6479
EG10441	G6479
G7072	EG10974
EG10457	EG10974
EG10972	EG10974
EG10164	EG10974
EG10974	EG10974
G7072	EG30098
EG10164	EG30098
G7072	G0-10602
G7072	G0-8884
G7072	G0-10634
G0-10598	G0-10634
G7072	G7067
G0-8872	G7067
G7072	EG30092
G7072	EG12095
G7072	EG10933
EG10164	EG10933
EG10359	EG10933
G0-8872	EG10933
EG10325	EG10933
EG10061	EG10933
G0-8880	EG10933
EG30098	EG10933
G7072	EG10930
EG10547	EG10930
G7072	G7516
EG10325	G7516
G7072	EG11094
EG10728	EG11094
G7072	G6522
EG10385	G6522
EG10731	G6522
EG10061	G6522
EG12301	G6522
G7072	EG11738
G6882	EG11738
EG10935	EG11738
G6444	EG11738
G6761	EG11738
EG10547	EG11738
EG10061	EG11738
G7072	EG10899
EG10230	EG10899
G7072	EG10892
G7072	EG50001
EG12008	EG50001
EG10230	EG50001
G7072	G7366
G7326	G7366
G7072	G6581
G7072	EG11179
EG10317	EG11179
EG10164	EG11179
EG10070	EG11179
G7072	EG11979
G7072	EG12412
EG12386	EG12412
G7072	EG10837
G7072	EG10820
EG11544	EG10820
EG10821	EG10820
EG10820	EG10820
EG10457	EG10820
G7072	G7452
G7072	EG11279
EG10070	EG11279
G7072	EG10805
G7072	EG10786
EG10533	EG10786
G7072	EG10734
EG10728	EG10734
EG10440	EG10734
EG10441	EG10734
EG10325	EG10734
G7072	EG10784
EG10728	EG10784
EG10440	EG10784
EG10441	EG10784
EG10325	EG10784
G7072	EG12449
G7072	EG10758
EG12386	EG10758
G7072	EG11154
EG10320	EG11154
EG10319	EG11154
G7072	EG10756
EG10338	EG10756
G7072	EG10746
EG10235	EG10746
EG10547	EG10746
G7072	EG10744
EG10547	EG10744
EG10061	EG10744
G7072	EG10738
EG10061	EG10738
G7072	EG12883
EG10728	EG12883
G7072	EG11734
EG10728	EG11734
EG10547	EG11734
EG12386	EG11734
EG10061	EG11734
G7072	EG10728
EG10728	EG10728
G7072	G6531
EG11078	G6531
EG11447	G6531
EG10672	G6531
G7072	EG10700
EG10070	EG10700
G7072	G7259
G7072	EG11493
G7072	EG11391
EG11356	EG11391
EG10317	EG11391
EG10440	EG11391
EG10441	EG11391
EG10164	EG11391
EG10547	EG11391
EG10061	EG11391
G7072	EG10679
EG10821	EG10679
G7072	EG10676
G0-8867	EG10676
EG10359	EG10676
EG10547	EG10676
EG10061	EG10676
G6395	EG10676
G7072	EG10674
G0-8867	EG10674
EG10359	EG10674
EG10547	EG10674
EG10061	EG10674
G6395	EG10674
G7072	EG10673
EG10731	EG10673
EG10547	EG10673
G0-8882	EG10673
G0-8868	EG10673
G7072	EG10672
EG10164	EG10672
EG10440	EG10672
EG10441	EG10672
G0-8882	EG10672
G0-8868	EG10672
G7072	G6700
EG10958	G6700
G7072	EG10671
EG10728	EG10671
EG10268	EG10671
EG10164	EG10671
EG10359	EG10671
G0-8880	EG10671
EG30063	EG10671
G6864	EG10671
EG10440	EG10671
EG10441	EG10671
EG10672	EG10671
EG10020	EG10671
G7072	EG10669
EG10164	EG10669
G0-10574	EG10669
G0-8866	EG10669
G7072	EG10666
EG10547	EG10666
G7072	EG10665
EG10317	EG10665
EG10164	EG10665
EG10070	EG10665
G7072	EG11702
G7072	EG11950
EG10325	EG11950
EG10320	EG11950
EG10319	EG11950
EG11527	EG11950
EG11212	EG11950
EG10643	EG11950
EG10317	EG11950
EG10440	EG11950
EG10441	EG11950
G7072	EG11949
EG10325	EG11949
EG10320	EG11949
EG10319	EG11949
EG11527	EG11949
EG11212	EG11949
EG10643	EG11949
EG10317	EG11949
EG10440	EG11949
EG10441	EG11949
G7072	G812
EG10325	G812
EG10457	G812
EG11320	G812
G7072	EG12137
EG10164	EG12137
G7072	EG11739
G7072	EG10646
G6395	EG10646
EG10325	EG10646
G7072	EG10642
EG10440	EG10642
EG10441	EG10642
EG10643	EG10642
EG10325	EG10642
EG10317	EG10642
G7072	EG12060
EG10325	EG12060
G6395	EG12060
EG10320	EG12060
EG10319	EG12060
G7326	EG12060
EG10643	EG12060
EG11527	EG12060
G7072	EG12061
EG10325	EG12061
G6395	EG12061
EG10320	EG12061
EG10319	EG12061
G7326	EG12061
EG10643	EG12061
EG11527	EG12061
G7072	G7676
EG10164	G7676
EG10317	G7676
G7678	G7676
G7072	EG10637
EG10164	EG10637
EG10317	EG10637
G7678	EG10637
G7072	G6350
G7072	EG11546
EG10164	EG11546
G7072	EG11433
EG10317	EG11433
G7072	EG11180
G7072	EG10609
EG10125	EG10609
G7072	EG10153
EG11212	EG10153
EG10061	EG10153
EG10643	EG10153
EG10325	EG10153
G7072	EG11829
G7072	G7254
EG10681	G7254
EG10359	G7254
G6420	G7254
G7072	G0-8901
G7072	EG10593
EG10164	EG10593
EG10365	EG10593
EG10320	EG10593
EG10319	EG10593
EG10364	EG10593
G7072	EG10592
EG10164	EG10592
EG10365	EG10592
EG10320	EG10592
EG10319	EG10592
EG10364	EG10592
EG10317	EG10592
EG12386	EG10592
G7072	EG30061
EG10317	EG30061
EG10164	EG30061
EG10070	EG30061
G7072	EG10591
EG10681	EG10591
EG10588	EG10591
EG10591	EG10591
G7072	EG10584
EG10681	EG10584
EG10591	EG10584
G0-10677	EG10584
EG10588	EG10584
G7072	EG12240
EG12243	EG12240
EG12242	EG12240
EG11544	EG12240
EG11609	EG12240
G6789	EG12240
EG11356	EG12240
EG10457	EG12240
EG10164	EG12240
G7072	EG10574
G7072	G6415
G6761	G6415
G7072	EG11435
EG10020	EG11435
EG11434	EG11435
EG10958	EG11435
EG10317	EG11435
EG11366	EG11435
EG10164	EG11435
EG12116	EG11435
EG10338	EG11435
EG11435	EG11435
G7072	EG10570
EG10958	EG10570
EG11366	EG10570
EG11434	EG10570
G7072	EG10564
EG10164	EG10564
EG10557	EG10564
G7072	EG10557
EG10164	EG10557
EG10557	EG10557
G7072	G6461
G7072	EG10553
EG10547	EG10553
G7072	EG10551
EG10551	EG10551
G7072	EG11337
EG10490	EG11337
EG10547	EG11337
G7072	EG10549
EG10490	EG10549
EG10551	EG10549
G7072	EG10547
EG11544	EG10547
G7047	EG10547
EG30063	EG10547
G0-8867	EG10547
EG10457	EG10547
EG11212	EG10547
EG10547	EG10547
EG10070	EG10547
G7072	EG12666
G7072	EG10541
EG10547	EG10541
G7072	EG10540
EG10547	EG10540
G7072	EG10538
EG10547	EG10538
G7072	EG30050
G7072	EG10531
G6882	EG10531
EG12123	EG10531
G7948	EG10531
EG10821	EG10531
EG10531	EG10531
EG11554	EG10531
EG10457	EG10531
EG10547	EG10531
G7072	EG11280
EG10531	EG11280
EG10547	EG11280
G7072	EG10530
G7072	EG10529
G7072	EG10518
EG12386	EG10518
G7072	EG10512
EG10547	EG10512
G7072	EG12768
G7630	EG12768
G7072	EG10511
EG10359	EG10511
EG10681	EG10511
EG10325	EG10511
G0-17009	EG10511
G7072	G7423
G7072	EG11256
EG10230	EG11256
G6546	EG11256
G6737	EG11256
EG10547	EG11256
G7072	EG10507
